collision_id,q_value,retain_fraction,bh_probability
1,0.415597235933,0.468891111267,0.0507798617966
2,0.420739304998,0.656227274468,0.14103696525
3,0.420739304998,0.656227274468,0.14103696525
4,0.420739304998,0.656227274468,0.14103696525
5,0.626856435644,0.65026193056,0.0813428217822
6,0.719906879982,0.463494549224,0.15
7,0.462345960749,0.654596837637,0.103117298037
8,0.451278260781,0.467860856977,0.102563913039
9,0.838050339406,0.462791123021,0.15
10,1.0,0.4625,0.1
11,0.420739304998,0.656227274468,0.14103696525
12,0.451278260781,0.467860856977,0.102563913039
13,0.84241578592,0.462774335112,0.15
14,0.476855484073,0.654087591453,0.103842774204
15,1.0,0.4625,0.1
16,1.0,0.4625,0.1
