collision_id,q_value,retain_fraction,bh_probability
1,0.420739304998,0.656227274468,0.14103696525
2,0.527605021571,0.466086077392,0.146380251079
3,1.0,0.4625,0.1
4,0.420739304998,0.656227274468,0.14103696525
5,0.462345960749,0.654596837637,0.103117298037
6,1.0,0.4625,0.1
7,0.925,0.462556923596,0.07625
8,0.946362736412,0.462528478488,0.15
9,1.0,0.4625,0.1
10,1.0,0.4625,0.1
11,0.760709242115,0.648469696585,0.15
12,1.0,0.4625,0.1
13,0.785407725322,0.648258425018,0.15
14,0.417647082234,0.468828015329,0.140882354112
15,0.910009691264,0.647616541243,0.15
16,0.630746104711,0.371538150128,0.15
17,1.0,0.4625,0.1
18,0.501282050059,0.466638249613,0.105064102503
