collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.476855484073,0.654087591453,0.103842774204
5,0.936600092918,0.647556267374,0.15
6,0.420739304998,0.656227274468,0.14103696525
7,0.476855484073,0.654087591453,0.103842774204
8,0.876267134368,0.370130467414,0.15
9,1.0,0.4625,0.1
10,0.932327881848,0.647564389819,0.15
11,1.0,0.4625,0.1
12,0.681140078498,0.371079228289,0.15
13,0.925,0.462556923596,0.07625
14,0.538987582384,1.0,1.0
15,0.350222177589,1.0,1.0
