collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.55004845632,0.651923848502,0.147502422816
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.855333520968,0.647819191372,0.0927666760484
6,1.0,0.4625,0.1
7,0.910009691264,0.647616541243,0.15
8,0.989595829807,0.462501025455,0.15
9,1.0,0.4625,0.1
10,0.923659098388,0.46255905948,0.0761829549194
11,0.542614621953,0.372637369145,0.147130731098
12,1.0,0.6475,0.13
13,0.476855484073,0.654087591453,0.103842774204
14,0.55004845632,0.651923848502,0.147502422816
15,0.416361861662,0.468867517492,0.140818093083
16,0.476855484073,0.654087591453,0.103842774204
17,0.452473740422,1.0,1.0
18,0.49364287303,0.466809745054,0.104682143652
19,0.540520489704,1.0,1.0
