time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,99.9992908011,0.0022076138608,0.000535292901361,99.9992908269,55.0033512766,0.1599626801,6.3359112484,0.0,0.0,1345.77240207
0.001,856,0,0,0,0,0,99.9992368846,0.0582405156235,0.00553375914876,99.9992539977,55.0033965364,0.158500348126,6.31229481016,0.0,0.00162937233719,1345.73156513
0.001,856,0,0,0,0,0,99.9992368846,0.0582405156235,0.00553375914876,99.9992539977,55.0033965364,0.158500348126,6.31229481016,0.0,0.00162937233719,1345.73156513
0.002,856,0,0,0,0,0,99.9991121682,0.114273376123,0.0105322208781,99.9991780154,55.0034899353,0.15684462582,6.3439865479,0.0,0.0016291147306,1345.6944961
0.003,856,0,0,0,0,0,99.9989166764,0.170299083522,0.0155300432057,99.9990628927,55.0036314757,0.156540414035,6.35260090017,0.0,0.00163237327534,1345.64335796
0.004,856,0,0,0,0,0,99.9986503936,0.226324670336,0.0205278530073,99.998908618,55.0038211599,0.156052999264,6.41350913406,0.0,0.00163477744796,1345.56625817
0.005,856,0,0,0,0,0,99.9983132347,0.282364241167,0.0255269080291,99.9987151466,55.0040589825,0.155175447282,6.4956401649,0.0,0.00163800052931,1345.48082166
0.006,856,0,0,0,0,0,99.9979054213,0.338382395711,0.0305240498927,99.9984826035,55.0043449454,0.153378244045,6.61635151782,0.0,0.00164034903311,1345.38714175
0.007,856,0,0,0,0,0,99.9974267049,0.394414454865,0.0355224289595,99.9982108451,55.0046790507,0.153866976087,6.70477435869,0.0,0.00164562513366,1345.29211902
0.008,856,0,0,0,0,0,99.9968772579,0.450439162701,0.040520148613,99.9978999713,55.0050612949,0.155067615489,6.83022939595,0.0,0.00164767389796,1345.20323894
