collision_id,q_value,retain_fraction,bh_probability
1,0.420739304998,0.656227274468,0.14103696525
2,1.0,0.4625,0.1
3,0.785407725322,0.648258425018,0.15
4,0.626856435644,0.65026193056,0.0813428217822
5,1.0,0.4625,0.1
6,0.8640013492,0.37015969746,0.15
7,0.416827271475,0.468853190316,0.100841363574
8,0.462345960749,0.654596837637,0.103117298037
9,0.576332258676,0.65129240379,0.108816612934
10,0.476855484073,0.654087591453,0.103842774204
11,0.561369938869,0.465459486922,0.108068496943
12,0.882320365499,0.647705198812,0.15
13,0.345097776607,0.377111586139,0.13725488883
14,1.0,0.4625,0.1
15,1.0,0.6475,0.13
16,0.780254959125,0.648299895145,0.15
17,0.639058805479,0.464318507513,0.15
