time_Myr,collision_id,primary_type,secondary_type,primary_mass,secondary_mass,q_value,total_mass,retain_frac,hydrogen_factor,new_mass,bh_probability,remnant_type,spectral_label,mass_loss_percent,metallicity,recipe_type,collision_count,is_merger,event_type
0.735,1,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
1.001,2,O5.5-6 la,Unclassified,72.23,30.39,0.420739304998,102.62,0.656227274468,0.7,67.3420429059,0.14103696525,Merged Star,Merged,34.3772725532,0.008,O,1,False,normal_collision
1.167,3,O6-6.5 III,Unclassified,65.73,30.39,0.462345960749,96.12,0.654596837637,0.7,62.9198480337,0.103117298037,Merged Star,Merged,34.5403162363,0.008,O,1,False,normal_collision
1.179,4,O5.5-6 la,Unclassified,72.23,30.39,0.420739304998,102.62,0.656227274468,0.7,67.3420429059,0.14103696525,Merged Star,Merged,34.3772725532,0.008,O,1,False,normal_collision
1.208,5,Merged,O6-8 V,67.3420429059,48.48,0.719906879982,115.822042906,0.463494549224,0.5,53.6828855668,0.15,Black Hole,BH,53.6505450776,0.008,Merged,2,True,normal_collision
1.285,6,WN7-8h,Unclassified,37.03,30.39,0.820685930327,67.42,0.255864587478,0.3,17.2503904877,0.0910342965163,Merged Star,Merged,74.4135412522,0.008,WN,1,False,normal_collision
1.366,7,O7-8 la+,Unclassified,63.73,30.39,0.476855484073,94.12,0.654087591453,0.7,61.5627241075,0.103842774204,Merged Star,Merged,34.5912408547,0.008,O,1,False,normal_collision
1.388,8,Merged,O6-8 V,61.5627241075,48.48,0.787489519069,110.042724108,0.463030035512,0.5,50.9530864513,0.15,Merged Star,Merged,53.6969964488,0.008,Merged,2,True,normal_collision
1.589,9,O5.5-6 la,Merged,72.23,50.9530864513,0.70542830474,123.183086451,0.649066298018,0.7,79.9539899014,0.15,Black Hole,BH,35.0933701982,0.008,O,3,True,normal_collision
1.655,10,Merged,Unclassified,67.3420429059,30.39,0.451278260781,97.7320429059,0.467860856977,0.5,45.7249973481,0.102563913039,Merged Star,Merged,53.2139143023,0.008,Merged,2,True,normal_collision
1.708,11,O6-6.5 III,Unclassified,65.73,30.39,0.462345960749,96.12,0.654596837637,0.7,62.9198480337,0.103117298037,Merged Star,Merged,34.5403162363,0.008,O,1,False,normal_collision
1.804,12,Merged,Unclassified,62.9198480337,30.39,0.482995444994,93.3098480337,0.467057643718,0.5,43.5810777583,0.10414977225,Merged Star,Merged,53.2942356282,0.008,Merged,2,True,normal_collision
1.833,13,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
2.019,14,Merged,Unclassified,45.7249973481,30.39,0.66462551695,76.1149973481,0.464022152639,0.5,35.3190449176,0.0832312758475,Merged Star,Merged,53.5977847361,0.008,Merged,3,True,normal_collision
2.06,15,O7-8 III-V,O4-5 la,56.73,28.07,0.494799929491,84.8,0.653496805608,0.7,55.4165291156,0.104739996475,Merged Star,Merged,34.6503194392,0.008,O,1,False,normal_collision
2.378,16,BH,Unclassified,79.9539899014,30.39,0.380093601801,110.343989901,1.0,1.0,110.343989901,1.0,Black Hole,BH,0.0,0.008,BH_accretion,4,True,BH accretion
2.383,17,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
2.412,18,Merged,Unclassified,62.9198480337,30.39,0.482995444994,93.3098480337,0.467057643718,0.5,43.5810777583,0.10414977225,Black Hole,BH,53.2942356282,0.008,Merged,2,True,normal_collision
2.421,19,BH,Merged,110.343989901,35.3190449176,0.320081274468,145.663034819,1.0,1.0,145.663034819,1.0,Black Hole,BH,0.0,0.008,BH_accretion,8,True,BH accretion
2.451,20,BH,O5.5-6 la,145.663034819,72.23,0.495870486907,217.893034819,1.0,1.0,217.893034819,1.0,Black Hole,BH,0.0,0.008,BH_accretion,9,True,BH accretion
