collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.420739304998,0.656227274468,0.14103696525
3,0.462345960749,0.654596837637,0.103117298037
4,0.420739304998,0.656227274468,0.14103696525
5,0.719906879982,0.463494549224,0.15
6,0.820685930327,0.255864587478,0.0910342965163
7,0.476855484073,0.654087591453,0.103842774204
8,0.787489519069,0.463030035512,0.15
9,0.70542830474,0.649066298018,0.15
10,0.451278260781,0.467860856977,0.102563913039
11,0.462345960749,0.654596837637,0.103117298037
12,0.482995444994,0.467057643718,0.10414977225
13,1.0,0.4625,0.1
14,0.66462551695,0.464022152639,0.0832312758475
15,0.494799929491,0.653496805608,0.104739996475
16,0.380093601801,1.0,1.0
17,1.0,0.4625,0.1
18,0.482995444994,0.467057643718,0.10414977225
19,0.320081274468,1.0,1.0
20,0.495870486907,1.0,1.0
