collision_id,q_value,retain_fraction,bh_probability
1,0.448502796973,0.467935997144,0.0524251398486
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.969572493534,0.647512529914,0.15
6,0.427785939203,0.37481850267,0.14138929696
7,1.0,0.4625,0.1
8,0.626856435644,0.65026193056,0.0813428217822
9,0.420739304998,0.656227274468,0.14103696525
10,0.932327881848,0.647564389819,0.15
11,0.336239945286,1.0,1.0
12,0.626856435644,0.65026193056,0.0813428217822
13,0.424653126414,1.0,1.0
14,0.419800194342,1.0,1.0
15,0.295675543654,1.0,1.0
16,0.0960134837391,1.0,1.0
17,0.0876024658123,1.0,1.0
18,0.0805464023538,1.0,1.0
