collision_id,q_value,retain_fraction,bh_probability
1,0.476855484073,0.654087591453,0.103842774204
2,0.969397828233,0.462509054591,0.0784698914116
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,1.0,0.4625,0.1
6,0.852315161394,0.647833734701,0.15
7,0.764913163856,0.648431470791,0.0882456581928
8,1.0,0.4625,0.1
9,0.758346307767,1.0,1.0
10,0.420739304998,0.656227274468,0.14103696525
11,1.0,0.4625,0.1
12,0.420739304998,0.656227274468,0.14103696525
13,0.441861149093,1.0,1.0
14,0.161685583418,1.0,1.0
15,0.923659098388,0.46255905948,0.0761829549194
16,0.119046927438,1.0,1.0
17,0.668381942321,0.463981551147,0.0834190971161
18,0.106382426437,1.0,1.0
19,0.476855484073,0.654087591453,0.103842774204
20,0.09615339497,1.0,1.0
21,0.626856435644,0.65026193056,0.0813428217822
22,0.087718922745,1.0,1.0
23,0.136096223893,1.0,1.0
