collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.882320365499,0.647705198812,0.15
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,1.0,0.4625,0.1
6,1.0,0.4625,0.1
7,0.53569539926,0.652299048192,0.106784769963
8,1.0,0.4625,0.1
9,0.420739304998,0.656227274468,0.14103696525
10,0.462345960749,0.654596837637,0.103117298037
11,0.482995444994,0.467057643718,0.10414977225
12,0.925,0.462556923596,0.07625
13,0.76471172356,0.370533303323,0.15
14,1.0,0.4625,0.1
15,1.0,0.4625,0.1
16,0.786768559858,0.648247696211,0.15
17,0.576332258676,0.65129240379,0.108816612934
18,0.420739304998,0.656227274468,0.14103696525
19,0.451278260781,0.467860856977,0.102563913039
