collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,0.496469610965,0.653443946227,0.144823480548
4,0.430265817011,0.468450347147,0.141513290851
5,0.626856435644,0.65026193056,0.0813428217822
6,0.642179621806,0.464280410273,0.0821089810903
7,0.476855484073,0.654087591453,0.103842774204
8,0.737562756732,0.648697648126,0.15
9,1.0,0.4625,0.1
10,1.0,0.4625,0.1
11,0.462345960749,0.654596837637,0.103117298037
12,0.974924894035,0.462506045269,0.15
13,0.476855484073,0.654087591453,0.103842774204
14,0.936907763904,0.647555704883,0.15
15,0.679538614164,0.371092176132,0.15
16,1.11432579827,1.0,1.0
17,0.515668306486,1.0,1.0
18,0.626856435644,0.65026193056,0.0813428217822
19,0.592557542046,0.46495455952,0.109627877102
20,0.313517094313,1.0,1.0
21,0.127862565124,1.0,1.0
