collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.420739304998,0.656227274468,0.14103696525
6,1.0,0.4625,0.1
7,0.925,0.462556923596,0.07625
8,0.932327881848,0.647564389819,0.15
9,0.476855484073,0.654087591453,0.103842774204
10,0.965992846501,0.647515708546,0.15
11,0.420739304998,0.656227274468,0.14103696525
12,0.626856435644,0.65026193056,0.0813428217822
13,0.727247502587,0.370748082645,0.15
14,0.886105207864,1.0,1.0
15,0.81951320132,0.64801658259,0.120975660066
16,0.53569539926,0.652299048192,0.106784769963
17,0.531651151068,0.466006311199,0.106582557553
18,0.744860764463,0.463301796606,0.0872430382231
19,0.626856435644,0.65026193056,0.0813428217822
20,0.278387611559,1.0,1.0
21,0.58134348796,1.0,1.0
