collision_id,q_value,retain_fraction,bh_probability
1,0.764913163856,0.648431470791,0.0882456581928
2,1.0,0.4625,0.1
3,0.420739304998,0.656227274468,0.14103696525
4,1.0,0.4625,0.1
5,0.451278260781,0.467860856977,0.102563913039
6,0.66462551695,0.464022152639,0.0832312758475
7,0.420739304998,0.656227274468,0.14103696525
8,0.882320365499,0.647705198812,0.15
9,0.946362736412,0.462528478488,0.15
10,0.345097776607,0.377111586139,0.13725488883
11,1.0,0.4625,0.1
12,1.0,0.4625,0.1
13,0.923659098388,0.46255905948,0.0761829549194
14,0.969397828233,0.462509054591,0.0784698914116
