time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,99.9988731917,0.000651806978243,1.89774726934e-05,99.9988731939,54.9448549935,0.154314213161,6.76814110616,0.0,0.0,1346.11573181
0.001,856,0,0,0,0,0,99.9988797424,0.0566314358583,0.00502098279297,99.9988959042,54.9448271076,0.153822345795,6.88199860622,0.0,0.00164749385921,1346.13949523
0.001,856,0,0,0,0,0,99.9988797424,0.0566314358583,0.00502098279297,99.9988959042,54.9448271076,0.153822345795,6.88199860622,0.0,0.00164749385921,1346.13949523
0.002,856,0,0,0,0,0,99.9988155002,0.112596895625,0.0100217215753,99.9988793934,54.9448474952,0.155193073606,6.94127060485,0.0,0.00164897140781,1346.13847665
0.003,856,0,0,0,0,0,99.9986804668,0.168562275795,0.0150224523093,99.9988236631,54.944916161,0.15546169093,6.9179745115,0.0,0.00165093827676,1346.09431031
0.004,856,0,0,0,0,0,99.9984746422,0.224527536748,0.0200231709897,99.9987287135,54.9450331048,0.15545537536,6.8782493417,0.0,0.00165262093127,1346.04264388
0.005,856,0,0,0,0,0,99.9981979568,0.2805067679,0.0250251360959,99.9985945147,54.9451983216,0.155662571689,6.85060066623,0.0,0.00165069162077,1345.9882861
0.006,856,0,0,0,0,0,99.9978505939,0.336464607061,0.0300251874122,99.9984211543,54.9454118133,0.154277442235,6.78334443686,0.0,0.00165573402314,1345.9088109
0.007,856,0,0,0,0,0,99.9974323434,0.392436337098,0.0350264771357,99.9982085259,54.9456735818,0.153045271629,6.77917410133,0.0,0.00166130431776,1345.82932356
0.008,856,0,0,0,0,0,99.9969433546,0.448400724969,0.0400271075475,99.9979567073,54.9459836243,0.154120144031,6.78401269955,0.0,0.00166063725305,1345.74992327
0.009,856,0,0,0,0,0,99.9963835748,0.504364795516,0.0450277058798,99.9976656697,54.9463419424,0.155354994398,6.78197047891,0.0,0.00165550165133,1345.66581203
0.01,856,0,0,0,0,0,99.9957528449,0.560342637803,0.0500295305775,99.9973353337,54.9467485305,0.156874511469,6.71775547215,0.0,0.00165433181621,1345.57132573
0.011,856,0,0,0,0,0,99.9950515718,0.616298890541,0.0550294215169,99.996965911,54.9472033902,0.154080292476,6.65396503798,0.0,0.00164735349133,1345.4729807
0.012,856,0,0,0,0,0,99.9942793219,0.672268835615,0.0600305307969,99.9965571715,54.947706523,0.152266857016,6.58206903052,0.0,0.00164439424916,1345.36882321
0.013,856,0,0,0,0,0,99.9934363786,0.728231240636,0.0650309607647,99.9961092671,54.9482579251,0.149404449584,6.53976161803,0.0,0.00164285387738,1345.25176543
0.014,856,0,0,0,0,0,99.9925224139,0.784207258438,0.0700326010331,99.9956220255,54.948857593,0.150796465158,6.51250254081,0.0,0.0016412227108,1345.13258048
0.015,856,0,0,0,0,0,99.9915378891,0.840168592946,0.0750329227903,99.9950956929,54.9495055252,0.150653287317,6.55611906048,0.0,0.00164579148325,1344.99067629
0.016,856,0,0,0,0,0,99.9904827068,0.896122268789,0.0800325532478,99.9945302118,54.9502017277,0.151970660072,6.63729355396,0.0,0.00164700513442,1344.83719411
0.017,856,0,0,0,0,0,99.9893564586,0.952089438169,0.085033381953,99.9939253654,54.9509461964,0.150106496962,6.73720671421,0.0,0.00165033188875,1344.6713821
0.018,856,0,0,0,0,0,99.9881595619,1.00804886972,0.090033511356,99.99328138,54.9517389271,0.152359270538,6.86258676736,0.0,0.00165022273701,1344.48345633
0.019,856,0,0,0,0,0,99.9868917147,1.0640146514,0.0950341997905,99.9925980933,54.952579918,0.152669570843,6.94439799488,0.0,0.00164723022691,1344.28883162
0.02,856,0,0,0,0,0,99.9855530681,1.11997967978,0.10003481208,99.9918755889,54.953469165,0.15286177011,7.00567094059,0.0,0.00164429391546,1344.08724774
0.021,856,0,0,0,0,0,99.9841438,1.17593685171,0.105034713075,99.9911139612,54.9544066685,0.153566381466,7.03190818592,0.0,0.00165006613804,1343.88523024
0.022,856,0,0,0,0,0,99.9826637416,1.23189319117,0.110034529921,99.9903131174,54.955392429,0.149065104712,7.00252295693,0.0,0.00165636550558,1343.68137615
0.023,856,0,0,0,0,0,99.981112893,1.28784865853,0.115034258612,99.9894730577,54.9564264443,0.150329839531,7.04261503587,0.0,0.00165555120717,1343.47783901
0.024,856,0,0,0,0,0,99.9794908447,1.34381734054,0.120035157356,99.9885935647,54.9575087073,0.149386980738,6.99697013484,0.0,0.00165848926247,1343.25697824
0.025,856,0,0,0,0,0,99.9777984156,1.3997709448,0.125034697714,99.9876750825,54.9586392157,0.146390416093,6.87998003796,0.0,0.00165523699859,1343.03535578
0.026,856,0,0,0,0,0,99.9760351965,1.45572355805,0.130034137895,99.9867173857,54.9598179722,0.14792958448,6.89793707234,0.0,0.00165496899556,1342.81091081
0.027,856,0,0,0,0,0,99.9742011873,1.51167514067,0.135033473892,99.9857204745,54.9610449741,0.147176845484,6.93993367099,0.0,0.00166341132824,1342.5884189
0.028,856,0,0,0,0,0,99.9722961478,1.56763271568,0.140033332756,99.9846842207,54.9623202166,0.145686687534,6.95338449441,0.0,0.00165213755617,1342.36842622
0.029,856,0,0,0,0,0,99.9703203094,1.62358918064,0.145033079408,99.9836087526,54.9636436944,0.145279559757,6.99805746375,0.0,0.00164625108872,1342.15014694
0.03,856,0,0,0,0,0,99.9682739306,1.67953743351,0.150032078814,99.9824942092,54.9650154072,0.148016173069,7.02743613912,0.0,0.00164228715823,1341.93197227
