time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,99.9994240281,0.00205031608881,-0.00171013865395,99.9994240637,54.9851828593,0.145550581291,6.76966529532,0.0,0.0,1345.48232662
0.001,856,0,0,0,0,0,99.9994239576,0.0580731637032,0.0032716729822,99.9994408736,54.9851620914,0.145786686806,6.76261188926,0.0,0.00165351308582,1345.43753103
0.001,856,0,0,0,0,0,99.9994239576,0.0580731637032,0.0032716729822,99.9994408736,54.9851620914,0.145786686806,6.76261188926,0.0,0.00165351308582,1345.43753103
0.002,856,0,0,0,0,0,99.9993531052,0.114074760077,0.00825159587418,99.9994185113,54.9851895069,0.1460888858,6.75157294473,0.0,0.00166406738623,1345.38936966
0.003,856,0,0,0,0,0,99.9992114353,0.170090415647,0.0132327695252,99.9993569656,54.985265108,0.146764669164,6.68182389793,0.0,0.00166611891586,1345.34318798
0.004,856,0,0,0,0,0,99.9989989926,0.226098880733,0.0182133038493,99.999256257,54.9853888921,0.144560304664,6.62006024022,0.0,0.00165702055838,1345.2941847
0.005,856,0,0,0,0,0,99.9987156877,0.28212132563,0.0231950809431,99.9991163443,54.9855608563,0.14419093102,6.59958968912,0.0,0.00165571757524,1345.21494828
0.006,856,0,0,0,0,0,99.9983616636,0.338129430801,0.0281755820359,99.9989372983,54.9857810002,0.14456149013,6.59226514281,0.0,0.00165496003432,1345.10406225
0.007,856,0,0,0,0,0,99.9979368489,0.394137296535,0.0331560605269,99.9987190797,54.9860493285,0.144895994446,6.71946326353,0.0,0.00164907267233,1344.98770515
0.008,856,0,0,0,0,0,99.9974412436,0.450144883183,0.0381365124259,99.9984616886,54.9863658404,0.145110575852,6.88860510819,0.0,0.00165012183361,1344.86883768
0.009,856,0,0,0,0,0,99.9968747048,0.506166290775,0.0431181911077,99.9981650543,54.9867305304,0.144310417487,7.07235560255,0.0,0.00165303833815,1344.7455098
0.01,856,0,0,0,0,0,99.9962375184,0.562173200292,0.0480985778523,99.9978293266,54.9871433978,0.148438577007,7.20680060776,0.0,0.00165018075641,1344.61981635
0.011,856,0,0,0,0,0,99.995529631,0.618172642019,0.053078297362,99.9974544721,54.9876044491,0.144500252777,7.33246578927,0.0,0.00165174372019,1344.49267357
0.012,856,0,0,0,0,0,99.9947507654,0.674185785486,0.0580592316618,99.9970403461,54.9881136809,0.145852651827,7.34098127033,0.0,0.00165360069341,1344.35933072
0.013,856,0,0,0,0,0,99.9939012077,0.730191381916,0.0630394907538,99.9965871026,54.9886710895,0.145153539806,7.25464425415,0.0,0.00165183248917,1344.20211525
0.014,856,0,0,0,0,0,99.9929806273,0.786210600472,0.0680209566275,99.9960945672,54.9892766712,0.146392391836,7.1511105401,0.0,0.00165088381113,1344.03617171
0.015,856,0,0,0,0,0,99.9919894889,0.842215123237,0.073001110671,99.9955629887,54.9899304248,0.144826030006,7.01468127348,0.0,0.00165579895302,1343.86589059
0.016,856,0,0,0,0,0,99.9909275603,0.898219049685,0.0779812062062,99.9949922391,54.9906323537,0.145030586802,6.90970058763,0.0,0.00165478236646,1343.69069675
0.017,856,0,0,0,0,0,99.9897948414,0.954222340162,0.0829612392437,99.9943823185,54.9913824562,0.145844234361,6.77766479314,0.0,0.00165973637553,1343.50097165
