collision_id,q_value,retain_fraction,bh_probability
1,0.53569539926,0.652299048192,0.106784769963
2,0.415597235933,0.468891111267,0.0507798617966
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.534768833511,0.465945743352,0.106738441676
6,0.476855484073,0.654087591453,0.103842774204
7,0.671189256542,0.649532357158,0.15
8,0.618327511878,0.464585835935,0.15
9,1.0,0.4625,0.1
10,0.420739304998,0.656227274468,0.14103696525
11,0.420739304998,0.656227274468,0.14103696525
12,1.0,0.4625,0.1
13,1.0,0.4625,0.1
14,0.576332258676,0.65129240379,0.108816612934
15,0.451278260781,0.467860856977,0.102563913039
16,0.451278260781,0.467860856977,0.102563913039
17,0.49364287303,0.466809745054,0.104682143652
18,0.462345960749,0.654596837637,0.103117298037
19,0.871104084642,0.647749139002,0.15
