collision_id,q_value,retain_fraction,bh_probability
1,0.626856435644,0.65026193056,0.0813428217822
2,1.0,0.4625,0.1
3,0.737562756732,0.648697648126,0.15
4,1.0,0.4625,0.1
5,0.420739304998,0.656227274468,0.14103696525
6,0.476855484073,0.654087591453,0.103842774204
7,0.476855484073,0.654087591453,0.103842774204
8,1.0,0.4625,0.1
9,0.910009691264,0.647616541243,0.15
10,0.49364287303,0.466809745054,0.104682143652
11,1.0,0.4625,0.1
12,0.829230631424,0.370261459406,0.15
13,0.919400720652,0.647592574274,0.15
14,0.852315161394,0.647833734701,0.15
15,0.626856435644,0.65026193056,0.0813428217822
16,0.973282686625,0.462506874454,0.15
17,0.698155295904,0.370947836804,0.15
18,1.0,0.4625,0.1
