collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.462345960749,0.654596837637,0.103117298037
5,0.671189256542,0.649532357158,0.15
6,1.0,0.4625,0.1
7,0.770504085993,0.463130067845,0.15
8,1.0,0.4625,0.1
9,0.420739304998,0.656227274468,0.14103696525
10,0.491900872214,0.653589424728,0.144595043611
11,1.0,0.4625,0.1
12,0.671189256542,0.649532357158,0.15
13,1.0,0.4625,0.1
14,0.956144844865,0.462518848229,0.15
15,1.0,0.4625,0.1
16,0.890265901039,0.462626377183,0.15
17,1.0,0.4625,0.1
