time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,100.00130688,-0.00230592111292,0.000218493192896,100.001306906,55.0167274688,0.147883631673,6.59368694996,0.0,0.0,1345.30091896
0.001,856,0,0,0,0,0,100.001221258,0.0537504250862,0.00518774988777,100.001235838,55.0168149649,0.149111924301,6.6791015386,0.0,0.00165450733263,1345.29507741
0.001,856,0,0,0,0,0,100.001221258,0.0537504250862,0.00518774988777,100.001235838,55.0168149649,0.149111924301,6.6791015386,0.0,0.00165450733263,1345.29507741
0.002,856,0,0,0,0,0,100.001064887,0.109785510594,0.0101551211134,100.001125667,55.0169505706,0.150577282156,6.72265988254,0.0,0.0016580410505,1345.29323343
0.003,856,0,0,0,0,0,100.000837679,0.165834666963,0.0151237384624,100.000976327,55.0171342879,0.152689880451,6.73547447825,0.0,0.00165751527526,1345.28716896
0.004,856,0,0,0,0,0,100.000539709,0.221876631804,0.0200917166152,100.000787872,55.0173661141,0.15295317664,6.77773809508,0.0,0.00165582758888,1345.28543321
0.005,856,0,0,0,0,0,100.000170902,0.277925513878,0.0250603058162,100.000560254,55.0176460484,0.153450349387,6.730877285,0.0,0.00165432037356,1345.28685446
0.006,856,0,0,0,0,0,99.9997313522,0.333967125109,0.030028247867,100.000293531,55.01797409,0.149036890918,6.66693632977,0.0,0.0016534028762,1345.27444483
0.007,856,0,0,0,0,0,99.9992209478,0.390015574168,0.0349967930027,99.9999876354,55.018350238,0.149994673462,6.60844530363,0.0,0.00165037441261,1345.24242473
0.008,856,0,0,0,0,0,99.9986398544,0.446053136031,0.0399643694859,99.9996426658,55.0187744926,0.151833576802,6.54167628524,0.0,0.0016372916947,1345.17551435
0.009,856,0,0,0,0,0,99.9979878932,0.502097456316,0.0449325410906,99.9992585147,55.0192468539,0.150164835153,6.52914130217,0.0,0.00163221251657,1345.07168917
0.01,856,0,0,0,0,0,99.9972650007,0.55815203227,0.0499016173748,99.9988351506,55.0197673147,0.146947370065,6.58775755268,0.0,0.00163370636754,1344.96541222
0.011,856,0,0,0,0,0,99.9964715005,0.614192065142,0.0548693995389,99.9983727622,55.0203358748,0.144621103915,6.64420270532,0.0,0.0016380493224,1344.85476571
0.012,856,0,0,0,0,0,99.9956072102,0.670231663306,0.0598371377876,99.9978712389,55.0209525378,0.145052506129,6.75008987157,0.0,0.00163824479323,1344.73570091
0.013,856,0,0,0,0,0,99.9946721299,0.726270787084,0.0648048281413,99.9973305808,55.0216173024,0.14552070715,6.89893539407,0.0,0.00164459264183,1344.60858373
0.014,856,0,0,0,0,0,99.9936660055,0.78232354439,0.069773720758,99.9967506458,55.0223301621,0.143996638237,7.07331918829,0.0,0.00165509662536,1344.46514544
0.015,856,0,0,0,0,0,99.992589345,0.838361600351,0.0747413033823,99.9961317269,55.0230911154,0.14491734297,7.20071904308,0.0,0.00165787608381,1344.29200666
0.016,856,0,0,0,0,0,99.9914420392,0.89439198923,0.0797081991178,99.9954737551,55.0239001679,0.141907031234,7.30780016492,0.0,0.00166882565717,1344.10470857
0.017,856,0,0,0,0,0,99.9902236447,0.950435892222,0.0846762851399,99.9947764785,55.0247573156,0.139890188335,7.31816882822,0.0,0.00166898674274,1343.90834464
0.018,856,0,0,0,0,0,99.9889346139,1.00647204885,0.0896436763222,99.9940401584,55.0256625542,0.141118534756,7.20859123962,0.0,0.00165616230744,1343.71008436
0.019,856,0,0,0,0,0,99.9875746214,1.06251456639,0.0946116227594,99.9932646094,55.0266158819,0.141012376552,7.10037710834,0.0,0.00165686512792,1343.51396778
0.02,856,0,0,0,0,0,99.9861440105,1.11854925838,0.0995788664144,99.9924500274,55.0276172965,0.143070196909,7.0014278038,0.0,0.00164775084481,1343.30740087
0.021,856,0,0,0,0,0,99.98464242,1.17459023172,0.104546657344,99.9915962072,55.0286667961,0.142857381783,6.92048629892,0.0,0.00164491988799,1343.10329236
0.022,856,0,0,0,0,0,99.9830702289,1.23062330032,0.109513737551,99.9907033647,55.0297643784,0.142438002202,6.88759096116,0.0,0.00164591487908,1342.90000383
0.023,856,0,0,0,0,0,99.9814272479,1.28665549769,0.114480730064,99.9897713905,55.0309100436,0.144155437178,6.90840480533,0.0,0.00164548424386,1342.69799469
0.024,856,0,0,0,0,0,99.9797130441,1.34270092989,0.119448884852,99.9888000438,55.0321037844,0.146296338734,6.91763639293,0.0,0.00164466027591,1342.48447576
0.025,856,0,0,0,0,0,99.9779287083,1.39872419298,0.124415063069,99.9877899409,55.0333456006,0.144277771234,6.92896837369,0.0,0.00163707015195,1342.26847524
0.026,856,0,0,0,0,0,99.9760732401,1.45475707485,0.129382082087,99.9867405128,55.0346354934,0.146391872456,6.91153295194,0.0,0.00163633826222,1342.04327699
0.027,856,0,0,0,0,0,99.9741469775,1.51078892666,0.13434899748,99.9856519542,55.0359734564,0.146590380944,6.86511508484,0.0,0.00163439885792,1341.80957483
0.028,856,0,0,0,0,0,99.9721497945,1.56682324489,0.139316118729,99.9845241954,55.0373594855,0.146281041179,6.72566369061,0.0,0.00163003544317,1341.56785609
0.029,856,0,0,0,0,0,99.9700820736,1.62284938138,0.144282501471,99.9833574519,55.0387935791,0.147513257574,6.59016402265,0.0,0.00163016770134,1341.32672929
0.03,856,0,0,0,0,0,99.9679432929,1.67888144087,0.149249395545,99.9821514296,55.040275734,0.151166976011,6.47409530509,0.0,0.00163238893703,1341.08935852
0.031,856,0,0,0,0,0,99.9657339923,1.7349052395,0.154215543179,99.9809064334,55.0418059471,0.148882381941,6.4607316486,0.0,0.00163233976919,1340.8494984
0.032,856,0,0,0,0,0,99.9634539018,1.79092780965,0.159181567285,99.9796223096,55.0433842176,0.147678984876,6.50892394373,0.0,0.00163439917452,1340.6084808
0.033,856,0,0,0,0,0,99.9611028733,1.84695264743,0.164147777306,99.9782989764,55.0450105408,0.148747456843,6.64079823298,0.0,0.00163696388984,1340.36824147
0.034,856,0,0,0,0,0,99.9586807448,1.90298324868,0.169114482661,99.9769363463,55.0466849095,0.148153859257,6.78754086558,0.0,0.00164074424399,1340.12634803
0.035,856,0,0,0,0,0,99.9561882851,1.95900189517,0.174080112293,99.9755348512,55.0484073212,0.147658288558,6.90968656603,0.0,0.00164208355948,1339.88271005
0.036,856,0,0,0,0,0,99.9536250357,2.01501915436,0.179045602469,99.974094231,55.0501777757,0.147787158453,7.02706264797,0.0,0.00164112753253,1339.63814953
0.037,856,0,0,0,0,0,99.9509903318,2.07104912838,0.184012202765,99.9726141165,55.0519962643,0.148624125976,7.10315460898,0.0,0.00164569153947,1339.39614985
0.038,856,0,0,0,0,0,99.9482855032,2.12706349383,0.188977402081,99.9710952555,55.0538627827,0.146889878537,7.14814474426,0.0,0.00165429618434,1339.1536323
0.039,856,0,0,0,0,0,99.9455098851,2.18307635283,0.193942449991,99.9695372712,55.0557773316,0.144009196877,7.12538493527,0.0,0.00166053261065,1338.90748607
0.04,856,0,0,0,0,0,99.9426634774,2.23908766568,0.198907342512,99.9679401642,55.0577399068,0.145014478861,7.04647751374,0.0,0.00166760957105,1338.66223717
0.041,856,0,0,0,0,0,99.9397462804,2.29509739266,0.203872075662,99.9663039351,55.0597505038,0.143953916474,6.96344093927,0.0,0.00167388229747,1338.41772556
0.042,856,0,0,0,0,0,99.9367575396,2.35111963393,0.208837898819,99.9646281658,55.0618091132,0.142654522854,6.92779951636,0.0,0.00168064570368,1338.16909809
0.043,856,0,0,0,0,0,99.9336987638,2.40712606999,0.213802301273,99.9629137028,55.0639157305,0.142283834766,6.95571428591,0.0,0.00167576160248,1337.91984627
0.044,856,0,0,0,0,0,99.9305691987,2.463130801,0.218766532403,99.9611601199,55.066070356,0.142898558253,6.92638002139,0.0,0.00167109744161,1337.66922722
0.045,856,0,0,0,0,0,99.9273688444,2.51913378724,0.223730588223,99.9593674178,55.0682729852,0.142322093325,6.87570976319,0.0,0.00166333596924,1337.41575949
0.046,856,0,0,0,0,0,99.9240977009,2.57513498898,0.22869446475,99.9575355974,55.0705236133,0.143484519021,6.82822853344,0.0,0.00165684865257,1337.16338468
0.047,856,0,0,0,0,0,99.9207549246,2.63114850417,0.233659411141,99.9556641911,55.0728222306,0.145330943709,6.78826250675,0.0,0.00165348312612,1336.91207372
0.048,856,0,0,0,0,0,99.9173426338,2.68713894909,0.238622290579,99.9537543834,55.0751688346,0.145598994097,6.76224048346,0.0,0.00164578261051,1336.66343932
0.049,856,0,0,0,0,0,99.9138586835,2.74314162728,0.243586231839,99.9518049725,55.0775634227,0.146049912236,6.79251287183,0.0,0.00164761258957,1336.41436739
0.05,856,0,0,0,0,0,99.910304384,2.79913529365,0.248549351342,99.9498166946,55.0800059873,0.144600019145,6.90440410141,0.0,0.00164192246406,1336.1638998
0.051,856,0,0,0,0,0,99.9066783805,2.85514111258,0.253513524572,99.9477887945,55.0824965207,0.146118313242,7.01983735316,0.0,0.00163617531019,1335.9124154
0.052,856,0,0,0,0,0,99.9029829699,2.91112370521,0.258475615204,99.9457225556,55.0850350201,0.146234533841,7.10102361112,0.0,0.00163510769793,1335.66049446
0.053,856,0,0,0,0,0,99.8992158287,2.96711837012,0.263438751515,99.9436166776,55.0876214824,0.142616396932,7.09269617363,0.0,0.00163589334405,1335.41150688
0.054,856,0,0,0,0,0,99.8953783744,3.02310386524,0.268401050228,99.9414719556,55.0902558995,0.14237658621,7.04488352203,0.0,0.00163606181931,1335.16060002
0.055,856,0,0,0,0,0,99.8914701315,3.07908721817,0.273363133781,99.939288123,55.0929382682,0.143812823894,7.04095527101,0.0,0.00164398404675,1334.90806395
0.056,856,0,0,0,0,0,99.8874905979,3.1350754557,0.278325624526,99.9370649019,55.09566858,0.144149444079,7.02150636547,0.0,0.00164508884532,1334.65644839
0.057,856,0,0,0,0,0,99.883440267,3.19106147124,0.28328789211,99.934802571,55.0984468265,0.143367338943,7.03465455869,0.0,0.00164347914903,1334.40784341
0.058,856,0,0,0,0,0,99.8793199191,3.24703462605,0.28824899312,99.932501564,55.1012730054,0.142896936063,7.07287726627,0.0,0.00163905296103,1334.16178591
0.059,856,0,0,0,0,0,99.8751282584,3.30301254546,0.293210489294,99.9301611572,55.1041471117,0.141698012113,7.05625261562,0.0,0.0016408952499,1333.91584919
0.06,856,0,0,0,0,0,99.8708649981,3.35899872181,0.298172689697,99.9277811964,55.107069133,0.145115386339,7.02153489232,0.0,0.00164202505131,1333.66954345
0.061,856,0,0,0,0,0,99.8665320259,3.41496838658,0.303133398571,99.9253627355,55.1100390642,0.146444412343,6.91590326113,0.0,0.00163805292367,1333.4266836
0.062,856,0,0,0,0,0,99.8621288216,3.470928566,0.308093238216,99.9229054788,55.1130569063,0.144422533769,6.84756755962,0.0,0.00163807756518,1333.1845106
0.063,856,0,0,0,0,0,99.8576537088,3.52690041436,0.313054083104,99.920408494,55.1161226504,0.14288464273,6.80363489862,0.0,0.00163621226754,1332.94403051
0.064,856,0,0,0,0,0,99.8531083731,3.58286269812,0.318014050818,99.9178727246,55.1192362874,0.142191490178,6.8096654266,0.0,0.00163913536674,1332.70387583
0.065,856,0,0,0,0,0,99.8484916671,3.63882950582,0.322974389572,99.9152975316,55.1223978107,0.14049457167,6.83319922415,0.0,0.00164067820655,1332.46394733
0.066,856,0,0,0,0,0,99.8438047562,3.69478666998,0.327933843241,99.9126835659,55.1256072135,0.141221499816,6.87450715619,0.0,0.0016399516043,1332.22423995
0.067,856,0,0,0,0,0,99.8390467577,3.75074474626,0.332893346906,99.9100303354,55.1288644902,0.140896120131,6.91515895969,0.0,0.00164341802923,1331.98637841
0.068,856,0,0,0,0,0,99.8342179674,3.80670016308,0.337852583561,99.9073380071,55.1321696326,0.141008876655,6.98007028944,0.0,0.00163551487706,1331.74763006
0.069,856,0,0,0,0,0,99.8293186947,3.8626493494,0.342811236248,99.9046067535,55.1355226346,0.142981555597,7.03191359778,0.0,0.00163477902728,1331.50696538
