time_Myr,collision_id,primary_type,secondary_type,primary_mass,secondary_mass,q_value,total_mass,retain_frac,hydrogen_factor,new_mass,bh_probability,remnant_type,spectral_label,mass_loss_percent,metallicity,recipe_type,collision_count,is_merger,event_type
0.358,1,O6-6.5 III,Unclassified,65.73,30.39,0.462345960749,96.12,0.654596837637,0.7,62.9198480337,0.103117298037,Merged Star,Merged,34.5403162363,0.008,O,1,False,normal_collision
0.588,2,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
0.795,3,O5.5-6 la,O6-6.5 III,72.23,65.73,0.910009691264,137.96,0.647616541243,0.7,89.3451780299,0.15,Very Massive Star,VMS,35.2383458757,0.008,O,1,False,normal_collision
0.852,4,Unclassified,O6-7 III-V,30.39,19.93,0.655807831524,50.32,0.464120366933,0.5,23.3545368641,0.0627903915762,Merged Star,Merged,53.5879633067,0.008,Unclassified,1,False,normal_collision
1.046,5,O7-8 III-V,Unclassified,56.73,30.39,0.53569539926,87.12,0.652299048192,0.7,56.8282930785,0.106784769963,Merged Star,Merged,34.7700951808,0.008,O,1,False,normal_collision
1.306,6,O4-5 I-III,Unclassified,39.73,30.39,0.764913163856,70.12,0.648431470791,0.7,45.4680147319,0.0882456581928,Merged Star,Merged,35.1568529209,0.008,O,1,False,normal_collision
1.446,7,Merged,O5-6 la+,56.8282930785,52.73,0.927882875651,109.558293079,0.462552474315,0.5,50.6764595452,0.15,Merged Star,Merged,53.7447525685,0.008,Merged,2,True,normal_collision
1.476,8,VMS,O7-8 la+,89.3451780299,63.73,0.713300945897,153.07517803,0.370840052572,0.4,56.766407068,0.15,Merged Star,Merged,62.9159947428,0.008,VMS,2,True,normal_collision
1.653,9,O5.5-6 la,O5.5-6 la,72.23,72.23,1.0,144.46,0.6475,0.7,93.53785,0.15,Very Massive Star,VMS,35.25,0.008,O,1,False,normal_collision
1.66,10,Merged,Unclassified,56.766407068,30.39,0.535351831649,87.156407068,0.46593450303,0.5,40.6091772131,0.106767591582,Merged Star,Merged,53.406549697,0.008,Merged,3,True,normal_collision
1.662,11,VMS,Merged,93.53785,40.6091772131,0.434147002664,134.147027213,0.374670261053,0.4,50.2609017054,0.141707350133,Merged Star,Merged,62.5329738947,0.008,VMS,5,True,normal_collision
1.696,12,O7-8 la+,Merged,63.73,62.9198480337,0.987287745704,126.649848034,0.647502148241,0.7,82.0060486762,0.15,Black Hole,BH,35.2497851759,0.008,O,2,True,normal_collision
1.731,13,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
1.791,14,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
2.02,15,BH,Unclassified,82.0060486762,30.39,0.370582420329,112.396048676,1.0,1.0,112.396048676,1.0,Black Hole,BH,0.0,0.008,BH_accretion,3,True,BH accretion
2.332,16,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
2.374,17,BH,Unclassified,112.396048676,30.39,0.270383170565,142.786048676,1.0,1.0,142.786048676,1.0,Black Hole,BH,0.0,0.008,BH_accretion,4,True,BH accretion
