collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.476855484073,0.654087591453,0.103842774204
5,0.462345960749,0.654596837637,0.103117298037
6,1.0,0.6475,0.15
7,0.420739304998,0.656227274468,0.14103696525
8,0.601500348414,0.464821844256,0.110075017421
9,0.451278260781,0.467860856977,0.102563913039
10,1.0,0.4625,0.1
11,1.0,0.4625,0.1
12,0.300092422479,0.378694691785,0.135004621124
13,0.626856435644,0.65026193056,0.0813428217822
14,1.0,0.4625,0.1
15,1.0,0.4625,0.1
16,0.626856435644,0.65026193056,0.0813428217822
17,1.0,0.4625,0.1
18,0.626856435644,0.65026193056,0.0813428217822
19,0.482995444994,0.467057643718,0.10414977225
20,1.0,0.4625,0.1
21,0.863076220904,0.647783567081,0.15
22,0.646511103603,0.464228436756,0.15
