time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,99.9992456618,-7.1085523443e-05,0.000621403004438,99.9992456638,55.0762413052,0.162941144723,6.66071398442,0.0,0.0,1345.27359042
0.001,856,0,0,0,0,0,99.9991873032,0.0560512433513,0.00553556905338,99.9992031653,55.0762933752,0.158881338114,6.65949347778,0.0,0.00162825936868,1345.31047376
0.001,856,0,0,0,0,0,99.9991873032,0.0560512433513,0.00553556905338,99.9992031653,55.0762933752,0.158881338114,6.65949347778,0.0,0.00162825936868,1345.31047376
0.002,856,0,0,0,0,0,99.9990581684,0.112159367266,0.0104484903486,99.9991216135,55.0763934184,0.156897120139,6.61262037262,0.0,0.00162903670298,1345.31269831
0.003,856,0,0,0,0,0,99.9988582427,0.168267411653,0.01536140328,99.9990009937,55.0765414394,0.159898455446,6.57166199593,0.0,0.00162779186782,1345.30616213
0.004,856,0,0,0,0,0,99.9985875259,0.224375336791,0.0202743039129,99.9988413059,55.0767374378,0.160551832839,6.50492953427,0.0,0.00163241710029,1345.27380771
0.005,856,0,0,0,0,0,99.998245932,0.280497268012,0.0251884286264,99.998642504,55.0769814081,0.160481945107,6.46751517297,0.0,0.00163509635531,1345.22328319
0.006,856,0,0,0,0,0,99.9978336854,0.336597752982,0.0301006727015,99.9984047166,55.0772733522,0.161664671818,6.40205040994,0.0,0.00163427933791,1345.15157142
0.007,856,0,0,0,0,0,99.9973505347,0.392712164509,0.0350141329777,99.9981277965,55.0776132719,0.164332882969,6.40307281624,0.0,0.00163591470886,1345.06549015
0.008,856,0,0,0,0,0,99.9967966541,0.448819215424,0.0399269450612,99.9978118457,55.0780011638,0.168597746626,6.36159873676,0.0,0.00163439795003,1344.95912585
0.009,856,0,0,0,0,0,99.9961718248,0.504940113266,0.0448409654554,99.9974567419,55.0784370245,0.167852673068,6.35251779414,0.0,0.00163429082439,1344.8217704
0.01,856,0,0,0,0,0,99.9954763622,0.561046488723,0.0497537096473,99.9970626644,55.078920853,0.170559667051,6.31627845425,0.0,0.00163679404819,1344.67580316
0.011,856,0,0,0,0,0,99.9947102055,0.617145384562,0.0546657938542,99.9966295724,55.0794526556,0.17269562736,6.3114073953,0.0,0.00164075360728,1344.52919387
0.012,856,0,0,0,0,0,99.9938730553,0.673258007908,0.0595790745376,99.9961572993,55.0800324287,0.174049531583,6.304708362,0.0,0.00164371023749,1344.39250927
0.013,856,0,0,0,0,0,99.99296522,0.729363072245,0.0644916873686,99.995646021,55.0806601685,0.175936662077,6.24121114271,0.0,0.00164245987326,1344.24854169
0.014,856,0,0,0,0,0,99.9919863466,0.785481784329,0.0694054887719,99.9950955412,55.0813358713,0.176601645904,6.15069898922,0.0,0.00163878928169,1344.10843998
