collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.6475,0.08
2,1.0,0.4625,0.1
3,0.420739304998,0.656227274468,0.14103696525
4,0.55004845632,0.651923848502,0.147502422816
5,0.451278260781,0.467860856977,0.102563913039
6,0.900541795559,0.462602696974,0.15
7,0.882320365499,0.647705198812,0.15
8,1.0,0.4625,0.1
9,0.345097776607,0.377111586139,0.13725488883
10,0.760709242115,0.648469696585,0.15
11,0.417647082234,0.468828015329,0.140882354112
12,0.626856435644,0.65026193056,0.0813428217822
13,0.680328133765,1.0,1.0
14,0.420739304998,0.656227274468,0.14103696525
15,0.451278260781,0.467860856977,0.102563913039
16,1.0,0.4625,0.1
