collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,0.910009691264,0.647616541243,0.15
4,0.340141467846,0.377273134794,0.137007073392
5,0.53569539926,0.652299048192,0.106784769963
6,1.0,0.4625,0.1
7,0.476855484073,0.654087591453,0.103842774204
8,0.786768559858,0.648247696211,0.15
9,0.462345960749,0.654596837637,0.103117298037
10,0.420739304998,0.656227274468,0.14103696525
11,0.420739304998,0.656227274468,0.14103696525
12,0.804932361771,1.0,1.0
13,0.445962618223,1.0,1.0
14,0.281950541304,1.0,1.0
15,1.0,0.4625,0.1
