collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,0.626856435644,0.65026193056,0.0813428217822
4,0.462345960749,0.654596837637,0.103117298037
5,0.420739304998,0.656227274468,0.14103696525
6,0.847462353597,0.647857900406,0.0923731176799
7,0.451278260781,0.467860856977,0.102563913039
8,0.476855484073,0.654087591453,0.103842774204
9,1.0,0.4625,0.1
10,1.0,0.4625,0.1
11,0.957247041438,0.647525049575,0.15
12,0.867065215011,0.370152082609,0.15
13,0.420739304998,0.656227274468,0.14103696525
14,0.527867791449,0.466080856964,0.106393389572
15,0.456619657553,0.467718513134,0.102830982878
16,0.420739304998,0.656227274468,0.14103696525
17,0.719906879982,0.463494549224,0.15
18,1.0,0.4625,0.1
19,0.451278260781,0.467860856977,0.102563913039
