time_Myr,collision_id,primary_type,secondary_type,primary_mass,secondary_mass,q_value,total_mass,retain_frac,hydrogen_factor,new_mass,bh_probability,remnant_type,spectral_label,mass_loss_percent,metallicity,recipe_type,collision_count,is_merger,event_type
0.799,1,O6-8 V,Unclassified,48.48,30.39,0.626856435644,78.87,0.65026193056,0.7,51.2861584633,0.0813428217822,Merged Star,Merged,34.973806944,0.008,O,1,False,normal_collision
0.887,2,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
1.094,3,O7-8 la+,O4-5 la+,63.73,35.53,0.557508237879,99.26,0.651737492849,0.7,64.6914635402,0.107875411894,Merged Star,Merged,34.8262507151,0.008,O,1,False,normal_collision
1.319,4,O6-6.5 III,O6-8 V,65.73,48.48,0.737562756732,114.21,0.648697648126,0.7,74.0877583924,0.15,Merged Star,Merged,35.1302351874,0.008,O,1,False,normal_collision
1.369,5,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
1.541,6,Unclassified,O4-5 la,30.39,28.07,0.923659098388,58.46,0.46255905948,0.5,27.0412026172,0.0761829549194,Merged Star,Merged,53.744094052,0.008,Unclassified,1,False,normal_collision
1.57,7,O6-8 V,Unclassified,48.48,30.39,0.626856435644,78.87,0.65026193056,0.7,51.2861584633,0.0813428217822,Merged Star,Merged,34.973806944,0.008,O,1,False,normal_collision
1.586,8,O6-8 V,Unclassified,48.48,30.39,0.626856435644,78.87,0.65026193056,0.7,51.2861584633,0.0813428217822,Merged Star,Merged,34.973806944,0.008,O,1,False,normal_collision
1.588,9,Merged,Unclassified,74.0877583924,30.39,0.410189222341,104.477758392,0.469059970612,0.5,49.0063342811,0.140509461117,Merged Star,Merged,53.0940029388,0.008,Merged,2,True,normal_collision
1.611,10,Unclassified,Merged,30.39,28.11075,0.925,58.50075,0.462556923596,0.5,27.0599269481,0.07625,Merged Star,Merged,53.7443076404,0.008,Unclassified,2,True,normal_collision
1.671,11,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
1.679,12,O5.5-6 la,Merged,72.23,51.2861584633,0.710039574461,123.516158463,0.649009469833,0.7,80.1631565201,0.15,Very Massive Star,VMS,35.0990530167,0.008,O,2,True,normal_collision
1.809,13,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
1.909,14,O5.5-6 la,Merged,72.23,64.6914635402,0.895631504087,136.92146354,0.647659144018,0.7,88.6784378741,0.15,Very Massive Star,VMS,35.2340855982,0.008,O,2,True,normal_collision
1.953,15,VMS,VMS,88.6784378741,80.1631565201,0.903975740235,168.841594394,0.370076306295,0.4,62.4842736024,0.15,Merged Star,Merged,62.9923693705,0.008,VMS,5,True,normal_collision
2.109,16,O5.5-6 la,O6-6.5 III,72.23,65.73,0.910009691264,137.96,0.647616541243,0.7,89.3451780299,0.15,Very Massive Star,VMS,35.2383458757,0.008,O,1,False,normal_collision
2.122,17,Merged,Unclassified,62.4842736024,30.39,0.48636237965,92.8742736024,0.46697811775,0.5,43.3702534742,0.104318118983,Black Hole,BH,53.302188225,0.008,Merged,6,True,normal_collision
2.153,18,Unclassified,O4-5 la,30.39,28.07,0.923659098388,58.46,0.46255905948,0.5,27.0412026172,0.0761829549194,Merged Star,Merged,53.744094052,0.008,Unclassified,1,False,normal_collision
2.202,19,Unclassified,Unclassified,30.39,30.39,1.0,60.78,0.4625,0.5,28.11075,0.1,Merged Star,Merged,53.75,0.008,Unclassified,1,False,normal_collision
