collision_id,q_value,retain_fraction,bh_probability
1,0.476855484073,0.654087591453,0.103842774204
2,0.739686468647,0.648675468025,0.116984323432
3,0.910009691264,0.647616541243,0.15
4,0.542614621953,0.372637369145,0.147130731098
5,0.929490569364,0.647570108132,0.15
6,0.420739304998,0.656227274468,0.14103696525
7,1.0,0.4625,0.1
8,0.427050053248,0.65596280352,0.101352502662
9,0.451278260781,0.467860856977,0.102563913039
10,1.0,0.4625,0.1
11,0.174858092205,0.67339678004,0.0887429046103
12,0.555481538334,0.465562535639,0.107774076917
13,1.0,0.4625,0.1
14,1.0,0.4625,0.1
15,0.428734530069,0.468495206321,0.141436726503
16,0.531810168773,0.466003203169,0.106590508439
17,1.0,0.4625,0.1
18,0.755807775368,0.463225338942,0.117790388768
