collision_id,q_value,retain_fraction,bh_probability
1,0.923659098388,0.46255905948,0.0761829549194
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.476855484073,0.654087591453,0.103842774204
5,0.389183857123,0.657649878883,0.139459192856
6,1.0,0.4625,0.1
7,0.462345960749,0.654596837637,0.103117298037
8,0.770504085993,0.463130067845,0.15
9,0.936600092918,0.647556267374,0.15
10,0.368680025107,1.0,1.0
11,0.269369040494,1.0,1.0
12,0.420739304998,0.656227274468,0.14103696525
13,0.470235447867,1.0,1.0
14,0.144335409256,1.0,1.0
15,0.626856435644,0.65026193056,0.0813428217822
16,0.126130335642,1.0,1.0
17,0.209080233899,1.0,1.0
18,0.0926351421814,1.0,1.0
19,0.0847814047024,1.0,1.0
20,0.0781552894757,1.0,1.0
