collision_id,q_value,retain_fraction,bh_probability
1,0.496469610965,0.653443946227,0.144823480548
2,0.882320365499,0.647705198812,0.15
3,1.0,0.4625,0.1
4,0.820217584874,0.370292663838,0.15
5,0.420739304998,0.656227274468,0.14103696525
6,1.0,0.4625,0.1
7,0.626856435644,0.65026193056,0.0813428217822
8,1.0,0.4625,0.1
9,0.969572493534,0.647512529914,0.15
10,0.784115164077,0.370439258083,0.15
11,0.548538393606,0.465687344146,0.10742691968
12,0.451278260781,0.467860856977,0.102563913039
13,0.430265817011,0.468450347147,0.141513290851
14,1.0,0.4625,0.1
