time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,99.9998013113,-0.0015061188791,0.000160734772976,99.9998013228,55.0704625441,0.152879334475,6.63168776672,0.0,0.0,1346.45648699
0.001,856,0,0,0,0,0,99.9997971703,0.0546042652713,0.00514302839586,99.9998122107,55.0704492305,0.153332236639,6.56599565526,0.0,0.00163692857228,1346.42494997
0.001,856,0,0,0,0,0,99.9997971703,0.0546042652713,0.00514302839586,99.9998122107,55.0704492305,0.153332236639,6.56599565526,0.0,0.00163692857228,1346.42494997
0.002,856,0,0,0,0,0,99.999722249,0.110693367663,0.0101234315623,99.9997840266,55.0704839053,0.153876977576,6.555691326,0.0,0.00164950683477,1346.38969615
0.003,856,0,0,0,0,0,99.999576509,0.166796553906,0.0151050840792,99.9997167558,55.0705665708,0.153003186963,6.58330160732,0.0,0.00165225061022,1346.33890202
0.004,856,0,0,0,0,0,99.9993599967,0.222892541116,0.0200860956795,99.9996104207,55.0706972244,0.151259057917,6.6105768038,0.0,0.00165622723565,1346.28841598
0.005,856,0,0,0,0,0,99.9990726211,0.279002532674,0.0250683486406,99.9994649782,55.0708758632,0.150294742632,6.64432452832,0.0,0.00165974169276,1346.25012221
0.006,856,0,0,0,0,0,99.9987145274,0.335098164783,0.0300493239518,99.9992805018,55.0711024868,0.151039323952,6.68741881618,0.0,0.0016665794678,1346.20961711
0.007,856,0,0,0,0,0,99.998285643,0.39119355977,0.0350302751323,99.9990569508,55.0713770996,0.15106057163,6.70955581945,0.0,0.00166289003581,1346.16392243
0.008,856,0,0,0,0,0,99.9977859679,0.447288677924,0.0400111981917,99.9987943254,55.0716997008,0.148950304269,6.69970781841,0.0,0.00166012118055,1346.11566765
0.009,856,0,0,0,0,0,99.9972155022,0.503383479532,0.0449920891397,99.9984926257,55.0720702897,0.147412828101,6.73154861062,0.0,0.0016568361684,1346.0502391
