collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.420739304998,0.656227274468,0.14103696525
3,0.476855484073,0.654087591453,0.103842774204
4,0.91417963357,0.462575378348,0.15
5,0.420739304998,0.656227274468,0.14103696525
6,1.0,0.4625,0.1
7,0.451278260781,0.467860856977,0.102563913039
8,1.0,0.4625,0.1
9,0.389183857123,0.657649878883,0.139459192856
10,0.462345960749,0.654596837637,0.103117298037
11,1.0,0.4625,0.1
12,0.471434044566,1.0,1.0
13,0.576332258676,0.65129240379,0.108816612934
14,0.420739304998,0.656227274468,0.14103696525
15,1.0,0.4625,0.1
16,0.451278260781,0.467860856977,0.102563913039
17,1.0,0.4625,0.1
18,1.0,0.4625,0.1
19,0.717479952111,0.648920608776,0.15
20,0.427861824095,1.0,1.0
21,1.0,0.4625,0.1
