collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.420739304998,0.656227274468,0.14103696525
5,0.448502796973,0.467935997144,0.0524251398486
6,0.420739304998,0.656227274468,0.14103696525
7,0.476855484073,0.654087591453,0.103842774204
8,1.0,0.4625,0.1
9,1.0,0.4625,0.1
10,0.852315161394,0.647833734701,0.15
11,1.0,0.4625,0.1
12,1.0,0.4625,0.1
13,0.476855484073,0.654087591453,0.103842774204
14,0.863076220904,0.647783567081,0.15
15,0.350618352245,1.0,1.0
16,0.575251268253,1.0,1.0
17,0.262896056064,1.0,1.0
18,0.282239299175,1.0,1.0
19,0.49364287303,0.466809745054,0.104682143652
20,0.383095030457,0.469960428345,0.139154751523
21,0.101768991188,1.0,1.0
22,0.156722632449,1.0,1.0
