collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.626856435644,0.65026193056,0.0813428217822
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,1.0,0.6475,0.15
6,0.53569539926,0.652299048192,0.106784769963
7,0.324895216215,0.377789338217,0.136244760811
8,1.0,0.4625,0.1
9,0.626856435644,0.65026193056,0.0813428217822
10,1.0,0.4625,0.1
11,0.420739304998,0.656227274468,0.14103696525
12,0.976061865125,0.462505503143,0.15
13,0.476855484073,0.654087591453,0.103842774204
14,0.936600092918,0.647556267374,0.15
15,0.368680025107,1.0,1.0
