collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.476855484073,0.654087591453,0.103842774204
3,1.0,0.6475,0.15
4,0.324895216215,0.377789338217,0.136244760811
5,0.936600092918,0.647556267374,0.15
6,0.576332258676,0.65129240379,0.108816612934
7,0.420739304998,0.656227274468,0.14103696525
8,0.816968281318,1.0,1.0
9,0.882320365499,0.647705198812,0.15
10,0.587976679403,1.0,1.0
11,0.127778604932,1.0,1.0
12,0.211502923313,1.0,1.0
13,0.0935211469726,1.0,1.0
14,0.0855229432293,1.0,1.0
15,1.0,0.4625,0.1
16,0.604442415944,0.650691026901,0.15
