collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.476855484073,0.654087591453,0.103842774204
3,0.929490569364,0.647570108132,0.15
4,0.92730242387,0.462553354542,0.15
5,0.965992846501,0.647515708546,0.15
6,0.820685930327,0.255864587478,0.0910342965163
7,0.923659098388,0.46255905948,0.0761829549194
8,1.0,0.4625,0.1
9,1.0,0.4625,0.1
10,1.0,0.4625,0.1
11,1.0,0.4625,0.1
12,1.0,0.4625,0.1
13,0.626856435644,0.65026193056,0.0813428217822
14,0.388619687111,0.657676901399,0.139430984356
15,0.626856435644,0.65026193056,0.0813428217822
16,0.632155628957,0.371523794317,0.15
17,1.0,0.4625,0.1
18,0.874855496913,0.647733909176,0.15
19,1.0,0.4625,0.1
