collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.462345960749,0.654596837637,0.103117298037
6,0.462345960749,0.654596837637,0.103117298037
7,0.890161619332,0.647677284051,0.15
8,0.420739304998,0.656227274468,0.14103696525
9,1.0,0.4625,0.1
10,0.389183857123,0.657649878883,0.139459192856
11,1.0,0.4625,0.1
12,0.770504085993,0.463130067845,0.15
13,0.482995444994,0.467057643718,0.10414977225
14,0.913596595383,0.647607033625,0.15
15,0.33950888056,1.0,1.0
16,1.0,0.4625,0.1
17,0.253457730282,1.0,1.0
18,0.202206842847,1.0,1.0
19,0.168196383218,1.0,1.0
20,0.863146995106,0.462702323208,0.15
21,1.0,0.4625,0.1
