collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.420739304998,0.656227274468,0.14103696525
5,0.451278260781,0.467860856977,0.102563913039
6,0.764913163856,0.648431470791,0.0882456581928
7,0.420739304998,0.656227274468,0.14103696525
8,1.0,0.4625,0.1
9,0.910009691264,0.647616541243,0.15
10,0.626856435644,0.65026193056,0.0813428217822
11,1.0,0.4625,0.1
12,0.340141467846,0.377273134794,0.137007073392
13,0.6727489911,0.463935263706,0.083637449555
14,0.626856435644,0.65026193056,0.0813428217822
15,1.0,0.4625,0.1
16,1.0,0.4625,0.1
17,1.0,0.4625,0.1
18,0.576332258676,0.65129240379,0.108816612934
19,0.969572493534,0.647512529914,0.15
20,0.362532478872,0.376566646728,0.138126623944
