collision_id,q_value,retain_fraction,bh_probability
1,0.420739304998,0.656227274468,0.14103696525
2,0.910009691264,0.647616541243,0.15
3,0.476855484073,0.654087591453,0.103842774204
4,0.689043611139,0.371016806928,0.15
5,1.0,0.4625,0.1
6,1.0,0.4625,0.1
7,0.847462353597,0.647857900406,0.0923731176799
8,1.0,0.4625,0.1
9,1.0,0.4625,0.1
10,1.0,0.4625,0.1
11,1.0,0.4625,0.1
12,0.542781622482,0.465793591326,0.107139081124
13,0.420739304998,0.656227274468,0.14103696525
14,0.932327881848,0.647564389819,0.15
15,0.451278260781,0.467860856977,0.102563913039
16,0.336239945286,0.377402434612,0.136811997264
17,0.941662119488,1.0,1.0
18,0.66462551695,1.0,1.0
19,0.820685930327,0.255864587478,0.0910342965163
20,0.925,0.462556923596,0.07625
21,0.343389096167,1.0,1.0
