time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,100.000562952,0.000475183096704,0.000932316387189,100.000562958,55.0496499757,0.152699261441,6.65364551264,0.0,0.0,1345.72264682
0.001,856,0,0,0,0,0,100.000559885,0.0565637728639,0.00591933837823,100.000576058,55.0496338985,0.153148426575,6.71693251756,0.0,0.00164701099028,1345.71677798
0.001,856,0,0,0,0,0,100.000559885,0.0565637728639,0.00591933837823,100.000576058,55.0496338985,0.153148426575,6.71693251756,0.0,0.00164701099028,1345.71677798
0.002,856,0,0,0,0,0,100.000486038,0.112631087702,0.0109044675047,100.000550061,55.0496658552,0.152461753982,6.79490181454,0.0,0.00164920937397,1345.70045739
0.003,856,0,0,0,0,0,100.000341373,0.168712479484,0.0158908465546,100.000484955,55.0497458482,0.152193962118,6.80494178336,0.0,0.00165117720437,1345.68785625
0.004,856,0,0,0,0,0,100.000125936,0.22478667359,0.0208765834688,100.00038076,55.0498738749,0.153702225961,6.79397670835,0.0,0.00165182133508,1345.65572571
0.005,856,0,0,0,0,0,99.9998396723,0.280867786894,0.0258629329608,100.00023745,55.0500499349,0.149832985131,6.72558070838,0.0,0.00164957011811,1345.60364287
0.006,856,0,0,0,0,0,99.9994826093,0.336948701403,0.0308492616839,100.000055041,55.0502740255,0.150229204414,6.66953456273,0.0,0.00164839235327,1345.53905087
0.007,856,0,0,0,0,0,99.999054801,0.393022299197,0.0358349362991,99.9998335587,55.0505461488,0.149775298253,6.65897788166,0.0,0.00164703092147,1345.47085816
0.008,856,0,0,0,0,0,99.9985562024,0.449095618822,0.040820582163,99.9995729779,55.0508663066,0.148460923844,6.61270499651,0.0,0.00164538749215,1345.38850367
0.009,856,0,0,0,0,0,99.9979868136,0.50516862058,0.0458061952831,99.999273299,55.0512344984,0.150047428062,6.5761916627,0.0,0.00164389924531,1345.28893576
0.01,856,0,0,0,0,0,99.997346473,0.561255420959,0.0507930303336,99.9989344404,55.0516507188,0.148300354875,6.57977735082,0.0,0.00164359828596,1345.15844893
0.011,856,0,0,0,0,0,99.9966355935,0.617320589842,0.0557779366612,99.9985566191,55.0521149693,0.150279416026,6.53343480951,0.0,0.00164413037472,1345.01215688
0.012,856,0,0,0,0,0,99.9958537354,0.673399477789,0.0607640569187,99.9981395997,55.0526272517,0.14957791159,6.48015983387,0.0,0.00164183200359,1344.86696443
0.013,856,0,0,0,0,0,99.995001186,0.729470811083,0.0657494991412,99.9976835374,55.0531875624,0.152206871191,6.5316063444,0.0,0.00163710855607,1344.70727585
0.014,856,0,0,0,0,0,99.9940776133,0.785555783734,0.0707361472777,99.9971882566,55.053795898,0.150126346492,6.56454972355,0.0,0.00163523337503,1344.53414663
0.015,856,0,0,0,0,0,99.9930834838,0.841626044588,0.0757214800975,99.9966540077,55.0544522572,0.151008242048,6.64477266785,0.0,0.00162920402991,1344.35827743
0.016,856,0,0,0,0,0,99.9920186987,0.897688631952,0.0807061229326,99.9960807322,55.055156646,0.150724898018,6.74856894291,0.0,0.0016266441044,1344.17688702
0.017,856,0,0,0,0,0,99.9908828459,0.953764739197,0.0856919596672,99.9954682103,55.0559090605,0.151111246106,6.80084744656,0.0,0.00162705232859,1343.97461943
0.018,856,0,0,0,0,0,99.9896763466,1.00983309363,0.0906770984412,99.9948166712,55.0567094965,0.14923456552,6.79851283049,0.0,0.00163107090947,1343.76950187
0.019,856,0,0,0,0,0,99.9883989769,1.06590427192,0.0956624791831,99.9941259934,55.0575579535,0.149264372066,6.85282853188,0.0,0.00163515174278,1343.56044862
0.02,856,0,0,0,0,0,99.9870506427,1.12198177294,0.10064841252,99.9933961291,55.0584544258,0.150565732588,6.80889705223,0.0,0.0016365016516,1343.35783198
0.021,856,0,0,0,0,0,99.9856317742,1.17804786361,0.105633321318,99.9926273105,55.0593989129,0.149063823763,6.75279859079,0.0,0.00163943832636,1343.13531348
0.022,856,0,0,0,0,0,99.984142116,1.23411312029,0.11061814547,99.9918193966,55.0603914162,0.151446921301,6.68168628475,0.0,0.00163699429065,1342.91043497
0.023,856,0,0,0,0,0,99.9825816682,1.29017750326,0.115602880987,99.9909723878,55.0614319335,0.15195842644,6.6232321564,0.0,0.00163228081196,1342.68398579
0.024,856,0,0,0,0,0,99.9809500191,1.34625512668,0.120588782304,99.9900860648,55.0625204576,0.15226413233,6.57466544812,0.0,0.00163637717157,1342.44314737
0.025,856,0,0,0,0,0,99.9792479924,1.4023176431,0.125573328568,99.9891608753,55.063656986,0.153996022239,6.59179236592,0.0,0.00163435111855,1342.19797471
0.026,856,0,0,0,0,0,99.9774751762,1.45837916668,0.130557774216,99.9881965921,55.064841521,0.153534470376,6.60893945916,0.0,0.00162843846973,1341.94059547
0.027,856,0,0,0,0,0,99.9756315708,1.5144396577,0.135542115254,99.9871932156,55.06607406,0.151884918961,6.63966357827,0.0,0.00163246929236,1341.68116243
0.028,856,0,0,0,0,0,99.9737171309,1.57050040329,0.140526465657,99.9861507218,55.0673545998,0.155968710599,6.76960160166,0.0,0.00162737409254,1341.43084913
0.029,856,0,0,0,0,0,99.9717314929,1.62657153583,0.145511725828,99.9850689168,55.068683133,0.155568663376,6.62290025951,0.0,0.00162855586103,1341.18384622
0.03,856,0,0,0,0,0,99.96967552,1.6826286909,0.150495729075,99.9839482709,55.0700596571,0.154567739496,6.59760960535,0.0,0.00162433512888,1340.93572726
0.031,856,0,0,0,0,0,99.9675487581,1.73868465454,0.155479611735,99.9827885335,55.0714841736,0.15642887264,6.57074152204,0.0,0.00162041576504,1340.69519856
0.032,856,0,0,0,0,0,99.9653512072,1.79473938705,0.160463369815,99.981589705,55.0729566795,0.157899320718,6.58922761052,0.0,0.00162185307849,1340.45051978
0.033,856,0,0,0,0,0,99.9630822949,1.85080700003,0.165448257495,99.9803514775,55.0744771665,0.15455286743,6.61143660587,0.0,0.00162700373778,1340.20209806
0.034,856,0,0,0,0,0,99.9607434617,1.90685207557,0.170431125359,99.9790746358,55.076045634,0.156020785528,6.6347463414,0.0,0.00163437129805,1339.95763401
0.035,856,0,0,0,0,0,99.958332632,1.9629241023,0.175416372888,99.977758049,55.077662076,0.156286303956,6.66163135897,0.0,0.0016394775121,1339.71423444
0.036,856,0,0,0,0,0,99.9558525526,2.01895936266,0.180398334625,99.9764032158,55.0793264916,0.157073457083,6.68275185754,0.0,0.00164753218734,1339.47673287
0.037,856,0,0,0,0,0,99.9533004142,2.07502149352,0.185382667912,99.9750086003,55.0810388796,0.158531057966,6.64815973655,0.0,0.0016505723105,1339.24297308
0.038,856,0,0,0,0,0,99.9506781316,2.13106800492,0.190365594612,99.973575253,55.0827992316,0.15913966511,6.63249960914,0.0,0.00165227917558,1339.01158461
0.039,856,0,0,0,0,0,99.9479850607,2.18711300707,0.195348368763,99.9721028186,55.0846075486,0.156741860671,6.55434065393,0.0,0.00165086602462,1338.77920317
0.04,856,0,0,0,0,0,99.9452205037,2.24317060907,0.20033224429,99.9705909202,55.0864638219,0.158292851513,6.54800002851,0.0,0.0016485027757,1338.54930764
0.041,856,0,0,0,0,0,99.9423865721,2.29919832512,0.205313443478,99.969040709,55.0883680524,0.159575288451,6.49121147459,0.0,0.00164978920887,1338.32280286
0.042,856,0,0,0,0,0,99.9394807701,2.35524563514,0.210296364926,99.9674508185,55.0903202384,0.160445022967,6.46984098286,0.0,0.0016446644039,1338.0963845
