collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.420739304998,0.656227274468,0.14103696525
3,0.976061865125,0.462505503143,0.15
4,0.852091266212,0.647834828313,0.15
5,0.420739304998,0.656227274468,0.14103696525
6,0.420739304998,0.656227274468,0.14103696525
7,0.451278260781,0.467860856977,0.102563913039
8,1.0,0.4625,0.1
9,0.451278260781,0.467860856977,0.102563913039
10,1.0,0.4625,0.1
11,1.0,0.4625,0.1
12,0.608434007441,0.371777971084,0.15
13,0.66462551695,0.464022152639,0.0832312758475
14,1.0,0.4625,0.1
15,1.0,0.4625,0.1
16,1.0,0.4625,0.1
17,1.0,0.4625,0.1
18,0.923659098388,0.46255905948,0.0761829549194
19,1.0,0.4625,0.1
20,1.0,0.4625,0.1
