collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,1.0,0.4625,0.1
4,0.671189256542,0.649532357158,0.15
5,0.476855484073,0.654087591453,0.103842774204
6,0.921241670441,0.462563017369,0.15
7,0.436147868555,0.468280473368,0.141807393428
8,0.49364287303,0.466809745054,0.104682143652
9,0.53569539926,0.652299048192,0.106784769963
10,1.0,0.4625,0.1
11,0.626856435644,0.65026193056,0.0813428217822
12,0.534768833511,0.465945743352,0.106738441676
13,0.618271602044,0.650421227744,0.15
