collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.626856435644,0.65026193056,0.0813428217822
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,1.0,0.4625,0.1
6,0.626856435644,0.65026193056,0.0813428217822
7,0.592557542046,0.46495455952,0.109627877102
8,0.969572493534,0.647512529914,0.15
9,0.420739304998,0.656227274468,0.14103696525
10,0.420739304998,0.656227274468,0.14103696525
11,0.451278260781,0.467860856977,0.102563913039
12,0.753461027878,0.648537858699,0.117673051394
13,0.362532478872,0.376566646728,0.138126623944
14,1.0,0.4625,0.1
15,1.0,0.4625,0.1
16,0.476855484073,0.654087591453,0.103842774204
17,0.451278260781,0.467860856977,0.102563913039
18,1.0,0.6475,0.15
19,0.324895216215,0.377789338217,0.136244760811
20,1.0,0.4625,0.1
21,0.820685930327,0.255864587478,0.0910342965163
22,0.66462551695,0.464022152639,0.0832312758475
23,1.0,0.4625,0.1
