collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.462345960749,0.654596837637,0.103117298037
3,0.482995444994,0.467057643718,0.10414977225
4,0.420739304998,0.656227274468,0.14103696525
5,1.0,0.6475,0.15
6,0.420739304998,0.656227274468,0.14103696525
7,1.0,0.4625,0.1
8,0.324895216215,0.377789338217,0.136244760811
9,0.81951320132,0.64801658259,0.120975660066
10,0.896933041743,0.647654986624,0.15
11,1.0,0.4625,0.1
12,1.0,0.4625,0.1
13,0.724557990064,1.0,1.0
14,1.0,0.4625,0.1
15,0.390517351461,1.0,1.0
16,0.161858999446,1.0,1.0
17,0.925,0.462556923596,0.07625
18,0.139310363412,1.0,1.0
19,0.122276043373,1.0,1.0
20,0.24143335641,1.0,1.0
21,0.0877643770508,1.0,1.0
