collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.385821161382,0.657811803385,0.0392910580691
3,0.671189256542,0.649532357158,0.15
4,0.812830287376,0.462899749674,0.15
5,1.0,0.4625,0.1
6,0.420739304998,0.656227274468,0.14103696525
7,0.783017528496,0.463055353286,0.15
8,0.420739304998,0.656227274468,0.14103696525
9,0.546582711718,0.465723154443,0.107329135586
10,0.420739304998,0.656227274468,0.14103696525
11,0.451278260781,0.467860856977,0.102563913039
12,0.626856435644,0.65026193056,0.0813428217822
13,0.462345960749,0.654596837637,0.103117298037
14,0.482995444994,0.467057643718,0.10414977225
15,0.626856435644,0.65026193056,0.0813428217822
16,0.737562756732,0.648697648126,0.15
