collision_id,q_value,retain_fraction,bh_probability
1,0.882320365499,0.647705198812,0.15
2,0.626856435644,0.65026193056,0.0813428217822
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.420739304998,0.656227274468,0.14103696525
6,0.53569539926,0.652299048192,0.106784769963
7,0.345097776607,0.377111586139,0.13725488883
8,0.420739304998,0.656227274468,0.14103696525
9,0.843875395315,0.46276885049,0.15
10,1.0,0.4625,0.1
11,0.451278260781,0.467860856977,0.102563913039
12,1.14388313677,1.0,1.0
13,0.371168067788,1.0,1.0
14,0.760709242115,0.648469696585,0.15
