collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.462345960749,0.654596837637,0.103117298037
3,1.0,0.4625,0.1
4,0.482995444994,0.467057643718,0.10414977225
5,1.0,0.4625,0.1
6,0.462345960749,0.654596837637,0.103117298037
7,0.671189256542,0.649532357158,0.15
8,0.387602580156,0.469804117901,0.139380129008
9,0.476855484073,0.654087591453,0.103842774204
10,0.707633433315,0.649038953227,0.15
11,0.420739304998,0.656227274468,0.14103696525
12,0.841207741102,0.370223138405,0.15
13,0.697320983398,0.463692526218,0.0848660491699
14,0.626856435644,0.65026193056,0.0813428217822
15,1.0,0.4625,0.1
