time_Myr,N_stars,N_BH,N_NS,N_WD,N_Merged,N_VMS,COM_x_pc,COM_y_pc,COM_z_pc,orbital_radius_pc,velocity_kms,cluster_radius_pc,velocity_dispersion_kms,avg_q,avg_friction_accel_km_s_Myr,avg_gas_density_Msun_pc3
0.0,856,0,0,0,0,0,99.9999018699,0.00156538677126,0.00129595410907,99.9999018906,54.9678549897,0.155417259431,6.46923346741,0.0,0.0,1345.37457635
0.001,856,0,0,0,0,0,99.9998842024,0.0575688466295,0.00617458767505,99.9999009639,54.9678559744,0.158573914929,6.52998549797,0.0,0.00163756207981,1345.37687224
0.001,856,0,0,0,0,0,99.9998842024,0.0575688466295,0.00617458767505,99.9999009639,54.9678559744,0.158573914929,6.52998549797,0.0,0.00163756207981,1345.37687224
0.002,856,0,0,0,0,0,99.9997957398,0.113572265594,0.0110532163904,99.9998608441,54.9679051835,0.157557160476,6.5231195932,0.0,0.00163955525873,1345.3903984
0.003,856,0,0,0,0,0,99.9996364721,0.169579138465,0.0159321442433,99.9997815271,54.9680026158,0.162516117108,6.49605242671,0.0,0.00164270490673,1345.38141568
0.004,856,0,0,0,0,0,99.9994064338,0.225578822255,0.0208104436363,99.9996630294,54.9681482723,0.160397072926,6.4499296141,0.0,0.00164405654935,1345.3474731
0.005,856,0,0,0,0,0,99.999105529,0.281592483943,0.0256899580329,99.9995053033,54.9683421503,0.160191123316,6.37149339866,0.0,0.00164797238005,1345.28146898
0.006,856,0,0,0,0,0,99.9987339095,0.337591808428,0.0305682203665,99.9993084284,54.9685842493,0.15962871087,6.30403814353,0.0,0.00164834662802,1345.22013637
0.007,856,0,0,0,0,0,99.9982914995,0.393590893793,0.0354464583074,99.999072361,54.9688745737,0.163670351853,6.2744148278,0.0,0.00164947816807,1345.16231475
0.008,856,0,0,0,0,0,99.9977782989,0.449589700393,0.0403246679469,99.9987971013,54.9692131231,0.162730855227,6.24786349521,0.0,0.00164465400772,1345.10145344
0.009,856,0,0,0,0,0,99.9971943078,0.505588188586,0.0452028453765,99.9984826493,54.9695998966,0.161569951786,6.29455010385,0.0,0.00164062588524,1345.03440942
0.01,856,0,0,0,0,0,99.996539361,0.5616004561,0.05008221823,99.9981289198,54.9700348885,0.165784413815,6.36807084018,0.0,0.00164432755055,1344.95749003
0.011,856,0,0,0,0,0,99.9958137889,0.617598188537,0.054960319512,99.9977360917,54.9705180978,0.164345214989,6.43310070887,0.0,0.00164425900609,1344.85946307
0.012,856,0,0,0,0,0,99.9950174265,0.673595483624,0.0598383768562,99.9973040718,54.9710495284,0.165145281643,6.50480587219,0.0,0.00164720482929,1344.76047557
0.013,856,0,0,0,0,0,99.9941502736,0.729592301716,0.0647163863535,99.9968328602,54.9716291792,0.164468284512,6.52600124123,0.0,0.00164877187368,1344.64615777
0.014,856,0,0,0,0,0,99.9932120936,0.785602740078,0.0695955755914,99.9963223324,54.9722570439,0.163655973147,6.60712523696,0.0,0.00164431859904,1344.52087441
0.015,856,0,0,0,0,0,99.99220336,0.841598485233,0.0744734776666,99.9957727462,54.9729331212,0.162995681931,6.66285178759,0.0,0.00164611515076,1344.3801485
0.016,856,0,0,0,0,0,99.9911239724,0.897586566134,0.0793507044329,99.9951840413,54.9736574169,0.161846503629,6.65898149076,0.0,0.00164843737948,1344.23429773
0.017,856,0,0,0,0,0,99.9899735857,0.953584613873,0.0842287913117,99.9945560307,54.9744299283,0.161426423968,6.60299956007,0.0,0.00164706907076,1344.08221237
0.018,856,0,0,0,0,0,99.9887524044,1.00958198633,0.089106810793,99.9938888292,54.9752506499,0.16196830013,6.57979254146,0.0,0.00164839054956,1343.92964124
0.019,856,0,0,0,0,0,99.9874604283,1.06557864385,0.0939847589671,99.9931824371,54.9761195798,0.159972622109,6.51884749744,0.0,0.00165246426797,1343.76328604
0.02,856,0,0,0,0,0,99.9860976577,1.12157454678,0.0988626319244,99.9924368545,54.977036716,0.159825079579,6.53010064598,0.0,0.00166034398573,1343.58029026
0.021,856,0,0,0,0,0,99.9846640021,1.17757318939,0.1037407336,99.9916520334,54.978002055,0.157685884931,6.53243551354,0.0,0.00166365825732,1343.37506241
0.022,856,0,0,0,0,0,99.9831597374,1.23356393029,0.108618136556,99.9908281241,54.979015596,0.158186791469,6.59008707456,0.0,0.00166993911141,1343.16979009
0.023,856,0,0,0,0,0,99.9815846828,1.28955379767,0.113495452571,99.9899650259,54.9800773389,0.156958568815,6.68233095461,0.0,0.00167443753833,1342.96407895
0.024,856,0,0,0,0,0,99.9799384227,1.34555688695,0.118373909049,99.9890625154,54.9811872763,0.158955738233,6.70590005347,0.0,0.00167975678593,1342.75105571
0.025,856,0,0,0,0,0,99.9782217882,1.40154488833,0.123251039457,99.9881210486,54.9823454057,0.160731121212,6.72416747309,0.0,0.00168582811461,1342.53566818
0.026,856,0,0,0,0,0,99.9764343639,1.45753189722,0.128128071195,99.987140394,54.9835517294,0.160731942559,6.73393501478,0.0,0.00168539823588,1342.31637085
0.027,856,0,0,0,0,0,99.9745761499,1.51351787396,0.133005000356,99.986120552,54.9848062446,0.158131563485,6.71664330766,0.0,0.00168923079129,1342.09215985
0.028,856,0,0,0,0,0,99.9726466593,1.56951691292,0.137883054241,99.9850612598,54.9861089436,0.155159918569,6.66532889816,0.0,0.00168683511818,1341.86062995
0.029,856,0,0,0,0,0,99.970646866,1.62550070637,0.142759766518,99.9839630526,54.9874598235,0.154866212209,6.57837353296,0.0,0.00167858935105,1341.63268785
0.03,856,0,0,0,0,0,99.9685762831,1.68148334866,0.147636364489,99.9828256593,54.9888588865,0.155948515825,6.51567266905,0.0,0.00167142232828,1341.40932651
0.031,856,0,0,0,0,0,99.9664349108,1.73746480013,0.152512844244,99.9816490806,54.9903061294,0.152398091631,6.53273663246,0.0,0.00166050696697,1341.181647
0.032,856,0,0,0,0,0,99.964222749,1.79344502113,0.157389201874,99.9804333168,54.9918015492,0.151047234583,6.56742694199,0.0,0.00164994480788,1340.95283066
0.033,856,0,0,0,0,0,99.9619395098,1.84943103823,0.162266048999,99.9791782122,54.9933451401,0.154428177715,6.63587929024,0.0,0.00164308702513,1340.72863846
0.034,856,0,0,0,0,0,99.9595857694,1.90540867925,0.167142150649,99.9778840841,54.9949368991,0.157567818639,6.72617632472,0.0,0.00164477165852,1340.4986003
0.035,856,0,0,0,0,0,99.9571610868,1.96138850373,0.172018426192,99.9765506894,54.9965768238,0.157482197032,6.84074234788,0.0,0.00164110764186,1340.27131259
0.036,856,0,0,0,0,0,99.9546656107,2.01736693895,0.176894563961,99.9751781114,54.9982649096,0.157615727575,6.91397067165,0.0,0.00163731865748,1340.0461635
0.037,856,0,0,0,0,0,99.9520988552,2.07335454359,0.181771483237,99.9737660864,55.0000011494,0.159019796491,6.90158986605,0.0,0.00164095533146,1339.81991333
0.038,856,0,0,0,0,0,99.9494622914,2.12931948315,0.186646410559,99.9723154213,55.001785543,0.160724227385,6.8703813722,0.0,0.00164464935627,1339.59297819
0.039,856,0,0,0,0,0,99.9467546059,2.18528997989,0.191521803827,99.97082539,55.0036180917,0.160608769312,6.76107156968,0.0,0.00164014614231,1339.36448965
0.04,856,0,0,0,0,0,99.943975781,2.24126599374,0.19639765909,99.9692959873,55.0054987868,0.161567655087,6.68898014272,0.0,0.00163732050884,1339.1343737
0.041,856,0,0,0,0,0,99.941126518,2.297233355,0.201272741627,99.9677275999,55.0074276242,0.161588601931,6.64868858571,0.0,0.00163657572437,1338.90607128
0.042,856,0,0,0,0,0,99.9382060979,2.3532061536,0.206148278298,99.9661198325,55.0094045999,0.159860851676,6.60700229354,0.0,0.00163177704203,1338.67450071
0.043,856,0,0,0,0,0,99.9352152578,2.40917022065,0.211023034459,99.9644730917,55.0114297097,0.16034573066,6.57734191564,0.0,0.00162991541907,1338.43628815
0.044,856,0,0,0,0,0,99.9321532429,2.46513964522,0.215898236886,99.9627869623,55.0135029492,0.159985374612,6.56374050965,0.0,0.00163021584017,1338.19386358
0.045,856,0,0,0,0,0,99.9290208261,2.52110025928,0.220772651021,99.9610618708,55.0156243138,0.161826625699,6.50250791722,0.0,0.00163112655387,1337.95108605
0.046,856,0,0,0,0,0,99.925817621,2.57705908731,0.225646888276,99.959297603,55.0177938015,0.164140597776,6.46924535832,0.0,0.00162753498341,1337.71065087
0.047,856,0,0,0,0,0,99.9225434213,2.63301962135,0.230521252365,99.957494047,55.020011406,0.163872425406,6.49490527694,0.0,0.00163112201755,1337.47278071
0.048,856,0,0,0,0,0,99.919198429,2.68897828985,0.235395431736,99.9556513157,55.0222771213,0.165169472477,6.49626601623,0.0,0.00163558098142,1337.2344495
0.049,856,0,0,0,0,0,99.9157824287,2.74493858461,0.24026973008,99.9537692922,55.0245909409,0.165090057686,6.47335941332,0.0,0.0016403775156,1336.99544683
0.05,856,0,0,0,0,0,99.9122960718,2.8008898715,0.245143220685,99.9518483351,55.0269528609,0.167986925254,6.39538484436,0.0,0.0016396316784,1336.75087187
0.051,856,0,0,0,0,0,99.9087371311,2.85686742394,0.250018975483,99.949887224,55.0293628686,0.167933181587,6.34208903961,0.0,0.00164206784549,1336.50775645
0.052,856,0,0,0,0,0,99.9051101148,2.91280057748,0.254890839015,99.9478884399,55.0318209636,0.169842511166,6.27481423932,0.0,0.00164097939296,1336.26762635
0.053,856,0,0,0,0,0,99.9014113951,2.96874579158,0.259763728544,99.9458499763,55.0343271501,0.168930937838,6.26862850226,0.0,0.00164229245358,1336.02755863
0.054,856,0,0,0,0,0,99.897641888,3.02468890198,0.26463640989,99.943772343,55.0368814177,0.166549459082,6.27920951614,0.0,0.00164010534456,1335.78356601
0.055,856,0,0,0,0,0,99.8938006241,3.08064399191,0.269510109249,99.9416550104,55.039483756,0.166745230387,6.3130061895,0.0,0.00163216435626,1335.54116598
0.056,856,0,0,0,0,0,99.8898900362,3.13657571457,0.274381747458,99.9394993184,55.0421341616,0.16404893724,6.33599866567,0.0,0.00162641249723,1335.29964136
0.057,856,0,0,0,0,0,99.8859081677,3.19251227556,0.279253780771,99.9373041851,55.0448326338,0.163512429076,6.30494829209,0.0,0.00162090913079,1335.05506215
0.058,856,0,0,0,0,0,99.8818550007,3.2484536346,0.284126205217,99.9350696057,55.0475791616,0.164832619904,6.2884237395,0.0,0.0016186593767,1334.8118393
0.059,856,0,0,0,0,0,99.8777315584,3.30438563069,0.288997786939,99.9327961451,55.0503737392,0.164237421257,6.30412535177,0.0,0.00161698095522,1334.56968988
0.06,856,0,0,0,0,0,99.8735362707,3.36032940481,0.293870366823,99.9304829404,55.0532163579,0.164991815625,6.37567583301,0.0,0.00161314554804,1334.3287903
0.061,856,0,0,0,0,0,99.8692701785,3.41627079654,0.298742711065,99.9281305707,55.0561070065,0.165039723289,6.44882876836,0.0,0.00161150291955,1334.09030561
0.062,856,0,0,0,0,0,99.8649360186,3.47217446893,0.303611741479,99.9257405358,55.0590456913,0.166904007742,6.50672966667,0.0,0.0016135046064,1333.85467467
0.063,856,0,0,0,0,0,99.8605288743,3.52810391748,0.308482987867,99.9233101236,55.0620324081,0.166831774654,6.59443070654,0.0,0.00161509092872,1333.61960442
0.064,856,0,0,0,0,0,99.8560515,3.58402380588,0.313353372106,99.9208408599,55.0650671433,0.165690437926,6.68295580898,0.0,0.00161795457615,1333.38436346
0.065,856,0,0,0,0,0,99.8515021915,3.63995527049,0.318224734623,99.9183318078,55.0681498878,0.163266864381,6.7339736125,0.0,0.00162137935388,1333.14783579
0.066,856,0,0,0,0,0,99.8468832454,3.69587003759,0.323094612462,99.915784235,55.071280635,0.164253537394,6.72366930406,0.0,0.00162147184778,1332.90814326
0.067,856,0,0,0,0,0,99.8421935136,3.7517821844,0.327964231225,99.9131975051,55.0744593833,0.16332598495,6.65041383734,0.0,0.00162188063643,1332.66853962
0.068,856,0,0,0,0,0,99.8374329961,3.80769167117,0.332833586998,99.9105716194,55.0776861257,0.164354191008,6.65177388758,0.0,0.00162135916779,1332.43105977
0.069,856,0,0,0,0,0,99.8326016932,3.86359845813,0.337702675863,99.9079065789,55.0809608553,0.166732375259,6.65485479195,0.0,0.00162106165798,1332.19502661
0.07,856,0,0,0,0,0,99.8276983675,3.91951661914,0.342572723093,99.9052017061,55.0842835602,0.164812821994,6.57717272837,0.0,0.0016214184425,1331.96099749
0.071,856,0,0,0,0,0,99.8227261219,3.97541083072,0.347440651831,99.9024587119,55.0876542357,0.163268811816,6.52285928743,0.0,0.00162033319547,1331.72842262
0.072,856,0,0,0,0,0,99.8176821452,4.03131280769,0.352309223731,99.8996760434,55.0910728781,0.160199277224,6.4576859017,0.0,0.0016269401389,1331.4951246
