collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,0.476855484073,0.654087591453,0.103842774204
4,0.462345960749,0.654596837637,0.103117298037
5,0.871104084642,0.647749139002,0.15
6,1.0,0.4625,0.1
7,0.420739304998,0.656227274468,0.14103696525
8,0.76924358117,0.370510332913,0.15
9,0.764913163856,0.648431470791,0.0882456581928
10,1.0,0.4625,0.1
11,1.0,0.4625,0.1
12,0.420739304998,0.656227274468,0.14103696525
13,1.0,0.4625,0.1
14,0.976061865125,0.462505503143,0.15
15,1.0,0.4625,0.1
16,0.53569539926,0.652299048192,0.106784769963
17,0.925,0.462556923596,0.07625
18,0.671189256542,0.649532357158,0.15
19,0.476855484073,0.654087591453,0.103842774204
20,0.493772582447,0.466806789307,0.104688629122
