collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.6475,0.15
2,0.772200772201,0.3704956783,0.15
3,1.0,0.4625,0.1
4,1.0,0.4625,0.1
5,0.626856435644,0.65026193056,0.0813428217822
6,0.923659098388,0.46255905948,0.0761829549194
7,0.462345960749,0.654596837637,0.103117298037
8,0.626856435644,0.65026193056,0.0813428217822
9,0.671189256542,0.649532357158,0.15
10,0.387602580156,0.469804117901,0.139380129008
11,1.0,0.4625,0.1
12,0.440293780867,1.0,1.0
13,0.482995444994,0.467057643718,0.10414977225
14,0.34355491294,1.0,1.0
15,0.855333520968,0.647819191372,0.0927666760484
