collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,1.0,0.4625,0.1
3,0.420739304998,0.656227274468,0.14103696525
4,1.0,0.4625,0.1
5,0.420739304998,0.656227274468,0.14103696525
6,0.671189256542,0.649532357158,0.15
7,1.0,0.6475,0.13
8,1.0,0.4625,0.1
9,0.387602580156,0.469804117901,0.139380129008
10,1.0,0.4625,0.1
11,0.910009691264,0.647616541243,0.15
12,0.451278260781,0.467860856977,0.102563913039
13,0.451278260781,0.467860856977,0.102563913039
14,0.340141467846,0.377273134794,0.137007073392
15,1.0,0.4625,0.1
16,0.462345960749,0.654596837637,0.103117298037
17,0.99780279136,0.46250004536,0.15
18,1.0,0.4625,0.1
19,0.522731461663,0.46618392041,0.106136573083
20,0.736373293124,1.0,1.0
21,0.868890154276,0.462684558618,0.123444507714
22,0.626856435644,0.65026193056,0.0813428217822
