collision_id,q_value,retain_fraction,bh_probability
1,1.0,0.4625,0.1
2,0.420739304998,0.656227274468,0.14103696525
3,0.671189256542,0.649532357158,0.15
4,0.764913163856,0.648431470791,0.0882456581928
5,0.923659098388,0.46255905948,0.0761829549194
6,0.420739304998,0.656227274468,0.14103696525
7,0.626856435644,0.65026193056,0.0813428217822
8,0.476855484073,0.654087591453,0.103842774204
9,0.592557542046,0.46495455952,0.109627877102
10,1.0,0.4625,0.1
11,0.358532386645,0.470860663498,0.137926619332
12,0.969572493534,0.647512529914,0.15
13,0.462345960749,0.654596837637,0.103117298037
14,0.605932508096,0.464757968653,0.110296625405
15,0.978430909028,0.462504457108,0.15
16,0.362532478872,0.376566646728,0.138126623944
17,1.0,0.4625,0.15
18,0.847462353597,0.647857900406,0.0923731176799
19,0.708051844154,0.463595571291,0.0854025922077
